date,BTC,ETH,OKB,1INCH,AAVE,ADA,AKT,APT,AR,ARB,AVAX,AXS,BEAM,BLZ,COMP,CRV,DASH,DOT,DYDX,DYM,ENS,FET,FIL,GALA,HNT,ILV,IMX,JUP,LDO,LINK,MANTA,MANTRA,MATIC,METIS,MKR,NEAR,ONDO,OP,PAS,PEAQ,PHB,POLYX,RENDER,RIO,RNDR,SECRET,SEI,SNX,SOL,STRK,SUI,TAO,TIA,TON,TRX,UNI,ZEC
2022-04-01,42158.85,3203.04,19.564,1.586,176.3,1.027,,,33.94,,81.01,49.04,0.3714,0.1637,134.0,2.404,111.1,19.22,4.992,,15.16,0.3754,21.02,0.21493,21.83,585.1,2.042,,,15.24,,,1.427,,2013.0,15.804,,,,,,,,,2.462,,,5.086,111.07,,,,,,0.06238,9.88,161.1
2022-04-08,39678.12,2988.06,20.376,1.461,166.7,0.914,,,28.72,,75.42,45.48,0.3396,0.1531,141.8,2.194,104.4,17.74,4.515,,13.7,0.3286,19.7,0.19215,20.01,524.3,1.726,,,13.73,,,1.337,,1792.0,15.682,,,,,,,,,2.008,,,4.992,100.15,,,,,,0.06009,9.24,137.4
2022-04-15,39450.13,2921.0,20.298,1.419,166.4,0.886,,,26.76,,71.51,44.37,0.3204,0.1489,129.4,2.701,99.9,18.17,4.512,,15.32,0.3435,18.91,0.18667,17.64,512.2,1.727,,,13.26,,,1.343,,1731.0,15.006,,,,,,,,,1.773,,,5.88,99.23,,,,,,0.06567,8.71,160.8
2022-04-22,38468.35,2824.81,18.183,1.16,146.5,0.7895,,,25.11,,58.77,31.79,0.2571,0.1281,105.7,2.068,90.0,15.36,3.607,,24.3,0.2704,15.12,0.1427,13.62,467.9,1.515,,,11.31,,,1.099,,1450.0,11.837,,,,,,,,,1.597,,,4.824,89.68,,,,,,0.07079,7.12,124.2
2022-04-29,34038.4,2519.71,16.483,1.301,125.9,0.7403,,,19.77,,51.62,30.49,0.219,0.1143,97.5,2.346,83.0,13.25,3.907,,17.01,0.2428,13.1,0.13066,13.59,421.0,1.363,,,10.0,,,0.977,,1191.0,11.145,,,,,,,,,1.297,,,4.214,75.38,,,,,,0.08794,7.09,114.1
2022-05-06,31328.89,2145.29,12.515,0.979,92.1,0.5981,,,18.84,,36.57,23.25,0.1443,0.0773,74.9,1.51,63.1,11.81,2.142,,10.37,0.1814,9.16,0.1004,9.77,323.8,0.956,,1.468,7.96,,,0.742,,1575.0,7.349,,,,,,,,,0.948,,,3.059,58.83,,,,,,0.0724,5.46,112.4
2022-05-13,30293.94,2043.19,12.267,0.997,94.1,0.5416,,,15.7,,31.71,21.65,0.1446,0.0803,70.5,1.273,61.6,10.16,2.159,,12.63,0.1735,8.45,0.08475,8.17,301.6,0.992,,1.32,7.33,,,0.676,,1433.0,6.242,,,,,,,,,0.901,,,2.727,52.48,,,,,,0.07815,5.48,106.8
2022-05-20,29468.1,1813.64,11.474,0.921,95.5,0.482,,,13.35,,26.16,18.5,0.14,0.0885,57.0,1.255,57.8,9.98,1.756,,10.2,0.1591,7.62,0.0784,7.36,273.4,1.013,,1.174,6.71,,,0.6,,1193.0,5.182,,,,,,,,,0.714,,,2.6,44.98,,,,,,0.08055,4.95,92.4
2022-05-27,29919.21,1806.23,11.468,0.859,103.7,0.5674,,,12.71,,24.18,20.07,0.1512,0.1066,58.0,1.211,58.6,9.35,1.728,,11.04,0.1469,7.36,0.07462,9.14,274.6,0.974,,1.033,7.64,,,0.598,,1181.0,5.331,,1.165,,,,,,,0.718,,,2.61,38.52,,,,,,0.08151,5.09,89.4
2022-06-03,26574.53,1434.84,11.814,0.651,70.3,0.4904,,,10.07,,17.29,14.44,0.134,0.1381,41.1,0.865,46.2,7.41,1.243,,8.47,0.1135,5.68,0.05733,8.51,214.2,0.734,,0.801,6.27,,,0.497,,913.0,3.695,,0.645,,,,,,,0.51,,,2.22,30.61,,,,,,0.07618,4.06,79.1
2022-06-10,20574.0,1128.53,10.269,0.58,54.1,0.4848,,,8.63,,16.16,13.78,0.1216,0.0906,32.0,0.646,44.3,7.53,1.26,,8.92,0.0792,5.49,0.05629,11.22,166.3,0.776,,0.517,6.6,,,0.384,,905.0,3.288,,0.509,,,,,,,0.43,,,2.093,34.19,,,,,,0.06132,4.19,67.5
2022-06-17,21038.07,1197.79,12.835,0.692,65.5,0.4899,,,9.82,,19.73,16.17,0.1301,0.0905,50.6,0.749,49.3,7.84,1.388,,9.3,0.0824,5.82,0.06069,10.65,175.3,0.821,,0.62,6.7,,,0.559,,1002.0,3.792,,0.539,,,,,,,0.48,,,2.667,39.39,,,,,,0.06504,5.6,63.7
2022-06-24,19315.83,1074.26,12.158,0.628,57.7,0.4561,,,11.64,,16.65,14.18,0.1249,0.0873,49.45,0.796,42.7,6.85,1.559,,9.04,0.0741,5.3,0.05308,9.18,111.2,0.897,,0.506,6.22,,,0.4621,,904.0,3.323,,0.522,,,,,,,0.511,,,2.59,33.39,,,,,,0.06628,4.91,54.5
2022-07-01,20862.47,1168.36,12.603,0.64,77.8,0.4624,,,11.68,,19.16,14.42,0.1373,0.0957,53.5,0.955,45.2,6.86,2.041,,9.39,0.077,5.49,0.05313,9.35,108.3,0.913,,0.64,6.2,,,0.5717,,940.0,3.526,,0.533,,,,,,,0.501,,,2.443,36.71,,,,,,0.06763,6.23,59.8
2022-07-08,20798.16,1338.65,13.258,0.646,88.2,0.4478,,,15.43,,20.63,14.52,0.1816,0.0915,54.89,1.079,46.0,6.92,2.019,,9.36,0.0794,5.68,0.05072,8.86,111.3,0.913,,1.633,6.347,,,0.7529,,930.0,3.524,,0.581,,,,,,,0.514,,,2.656,38.62,,,,,,0.06744,6.94,59.5
2022-07-15,22579.68,1597.7,15.319,0.675,90.6,0.512,,,13.31,,23.79,17.23,0.1775,0.1007,54.99,1.376,48.9,7.4,2.135,,13.14,0.0844,5.64,0.05289,9.26,116.2,0.918,,1.645,7.094,,,0.8795,,986.0,4.352,,0.919,,,,,,,0.605,,,3.424,40.93,,,,,,0.06683,7.24,59.0
2022-07-22,23293.32,1678.12,18.582,0.762,97.6,0.5161,,,15.47,,23.72,18.04,0.1912,0.102,57.0,1.318,51.1,8.62,2.495,,14.31,0.0957,9.77,0.05702,9.21,117.3,1.081,,2.149,7.651,,,0.9279,,1102.0,4.231,,1.583,,,,,,,0.726,,,3.562,42.35,,,,,,0.06886,8.32,64.5
2022-07-29,23174.39,1700.19,18.197,0.806,101.3,0.5276,,,14.65,,27.9,18.48,0.1986,0.1022,62.81,1.403,53.3,8.65,2.38,,16.87,0.1043,8.8,0.06071,8.88,112.4,1.139,,2.468,8.343,,,0.907,,1127.0,4.98,,1.911,,,,,,,0.744,,,4.081,40.6,,,,,,0.06962,8.79,70.3
2022-08-05,24305.24,1935.31,22.059,0.84,107.5,0.5695,,,13.88,,28.18,18.57,0.1849,0.0976,62.81,1.388,55.0,8.96,2.194,,14.51,0.0995,8.23,0.07048,8.26,112.9,1.095,,2.675,8.765,,,1.0005,,1023.0,5.616,,1.438,,,,,,,0.722,,,3.82,44.87,,,,,,0.07036,8.87,73.8
2022-08-12,21515.61,1618.13,17.974,0.7,86.0,0.4626,,,12.66,,22.97,14.45,0.1679,0.0798,50.96,1.024,46.7,7.44,1.712,,13.19,0.0888,6.41,0.05397,6.88,92.1,0.873,,2.159,7.082,,,0.8205,,838.0,4.227,,1.176,,,,,,,0.606,,,3.114,36.47,,,,,,0.0659,7.21,64.7
2022-08-19,19555.61,1426.76,15.859,0.631,78.6,0.4293,,,10.28,,18.53,13.2,0.1577,0.1035,43.94,0.993,44.1,6.86,1.509,,11.31,0.0778,5.63,0.04965,5.79,74.2,0.776,,1.59,6.255,,,0.7824,,737.0,3.764,,1.054,,,,,,,0.506,,,2.967,30.44,,,,,,0.06141,5.74,61.2
2022-08-26,20000.3,1579.28,15.408,0.673,88.8,0.5035,,,10.25,,19.01,14.56,0.1673,0.0966,48.57,1.092,47.6,7.37,1.588,,13.72,0.0831,6.27,0.05165,4.34,75.6,0.845,,2.062,7.156,,,0.8951,,753.0,4.24,,1.175,,,,,,,0.517,,,2.982,32.16,,,,,,0.06351,6.48,63.9
2022-09-02,21826.87,1766.11,16.27,0.649,91.6,0.5098,,,11.29,,20.68,14.55,0.1876,0.0864,55.9,1.183,48.3,7.7,1.639,,15.72,0.0949,6.41,0.05207,5.19,77.8,0.867,,2.088,8.028,,,0.8934,,755.0,4.896,,1.401,,,,,,,0.564,,,2.961,34.99,,,,,,0.06419,6.49,64.3
2022-09-09,19416.18,1334.51,15.27,0.571,73.0,0.4477,,,9.43,,16.7,12.04,0.1919,0.079,49.55,0.935,40.31,6.44,1.196,,12.82,0.0809,5.26,0.04193,3.97,56.2,0.749,,1.691,7.523,,,0.7533,,632.0,3.916,,0.93,,,,,,,0.437,,,2.439,31.1,,,,,,0.06077,5.47,53.4
2022-09-16,18807.38,1294.63,15.25,0.6,73.6,0.4464,,,9.35,,17.32,12.38,0.1847,0.0795,61.3,0.888,41.15,6.2,1.214,,13.79,0.0801,5.71,0.04056,4.49,55.8,0.729,,1.577,7.865,,,0.7397,,708.0,3.649,,0.905,,,,,,,0.461,,,2.319,32.34,,,,,,0.0597,5.66,56.2
2022-09-23,19056.8,1276.72,15.636,0.553,72.6,0.4194,,,9.05,,16.53,12.15,0.1801,0.0901,58.35,0.859,39.85,6.15,1.202,,14.21,0.0789,5.37,0.03943,4.79,54.6,0.744,,1.435,7.11,,,0.7631,,755.0,3.48,,0.843,,,,,,,0.451,,,2.217,32.06,,,,,,0.06093,6.26,53.6
2022-09-30,19439.02,1323.13,15.571,0.608,75.5,0.423,,,8.87,,16.9,12.43,0.1772,0.0838,59.25,0.882,42.95,6.48,1.287,,18.07,0.0826,5.43,0.04224,4.6,55.1,0.734,,1.456,7.63,,,0.8255,,972.0,3.518,,0.844,,,,,,,0.466,,,2.25,32.92,,,,,,0.06236,6.63,54.8
2022-10-07,19262.98,1305.95,16.651,0.569,75.8,0.3703,,,10.05,,15.75,11.05,0.1753,0.0782,54.97,0.817,41.79,6.18,1.443,,19.8,0.0853,5.15,0.03715,4.67,54.2,0.633,,1.348,7.173,,,0.7984,,1001.0,3.002,,0.699,,,,,,,0.434,,,2.282,30.17,,,,,,0.06187,6.1,51.8
2022-10-14,19570.4,1364.2,15.645,0.58,88.8,0.3621,,9.7815,10.59,,16.31,9.02,0.1705,0.0768,51.23,0.917,41.71,5.97,1.541,,17.13,0.0814,5.11,0.03405,,58.3,0.567,,1.539,7.066,,,0.8986,,979.0,2.983,,0.83,,,,0.1915,,,0.472,,,2.269,29.28,,,,,,0.06188,6.29,53.1
2022-10-21,20627.48,1590.44,16.153,0.614,83.9,0.4056,,7.8049,10.38,,18.26,9.25,0.171,0.0799,50.39,0.907,41.94,6.66,1.686,,17.29,0.084,5.38,0.04388,,66.9,0.612,,1.557,7.782,,,0.9084,,910.0,3.101,,1.042,,,,0.1675,,,0.57,,,2.444,32.94,,,,,,0.0631,6.89,53.7
2022-10-28,20905.58,1568.29,22.618,0.634,86.4,0.4021,,7.3095,14.18,,18.23,9.83,0.1728,0.0796,48.47,0.948,43.7,6.81,1.804,,16.39,0.0887,5.83,0.0359,,61.3,0.599,,1.576,8.101,,,1.135,,846.0,3.094,,1.284,,,,0.1824,,,0.919,,,2.516,32.62,,,,,,0.06268,7.06,50.3
2022-11-04,16329.85,1221.49,18.116,0.521,56.6,0.3298,,4.2196,8.66,,13.02,7.03,0.1154,0.0565,38.66,0.631,33.4,5.75,2.397,,12.25,0.0601,4.29,0.02945,,44.0,0.418,,1.056,6.078,,,0.8894,,674.0,1.953,,0.903,,,,0.1167,,,0.476,,,1.573,13.18,,,,,,0.05084,5.8,40.6
2022-11-11,16280.23,1142.21,20.567,0.504,56.1,0.312,,4.1024,9.46,,12.19,6.56,0.118,0.0565,37.63,0.512,34.57,5.3,1.83,,12.14,0.0571,4.16,0.02574,,40.7,0.393,,1.108,5.768,,,0.8069,,657.0,1.57,,0.848,,,0.5854,0.1306,,,0.433,,,1.667,12.27,,,,,,0.05008,5.44,38.0
2022-11-18,16428.78,1193.88,21.102,0.52,61.5,0.3126,,4.7944,9.19,,12.86,6.67,0.1187,0.0613,37.15,0.685,40.6,5.3,1.757,,13.3,0.0621,4.35,0.02531,,39.2,0.442,,1.075,6.902,,,0.844,,640.0,1.614,,0.884,,,0.6565,0.1646,,,0.507,,,1.675,14.12,,,,,,0.05327,5.41,40.7
2022-11-25,17105.7,1279.41,21.649,0.497,64.4,0.3221,,5.1829,9.29,,13.93,6.88,0.122,0.0652,37.7,0.67,44.73,5.59,1.851,,14.08,0.0633,4.58,0.02517,,48.1,0.504,,1.107,7.444,,,0.9212,,649.0,1.723,,1.071,,,0.6989,0.1776,,,0.515,,,1.766,13.71,,,,,,0.05309,6.27,45.9
2022-12-02,17085.05,1263.01,21.137,0.435,59.6,0.3074,,4.6637,8.67,,12.98,8.05,0.1184,0.0626,37.79,0.629,46.64,5.17,1.559,,13.37,0.104,4.28,0.02518,,50.0,0.43,,1.03,6.7,,,0.8922,,601.0,1.633,,1.015,,,0.6299,0.1623,,,0.5,,,1.929,13.42,,,,,,0.05397,5.92,44.8
2022-12-09,16738.21,1183.06,22.354,0.39,55.8,0.2659,,4.0537,7.71,,11.93,6.84,0.1211,0.0536,33.71,0.549,42.42,4.657,1.405,,11.58,0.0878,3.046,0.02029,,41.15,0.419,,0.981,5.949,,,0.8126,,553.0,1.364,,0.925,,,0.5069,0.1488,,,0.449,,,1.612,12.38,,,,,,0.05378,5.328,43.4
2022-12-16,16832.11,1218.51,22.86,0.398,54.4,0.2591,,3.5779,6.33,,11.68,6.9,0.1109,0.0525,31.83,0.521,44.48,4.492,1.129,,11.06,0.0951,2.964,0.01841,,39.76,0.423,,0.97,5.99,,,0.795,,539.0,1.332,,0.934,,,0.4562,0.1382,,,0.412,,,1.481,11.38,,,,,,0.05481,5.161,39.9
2022-12-23,16616.75,1200.34,27.377,0.386,52.2,0.2499,,3.5214,6.37,,10.87,6.33,0.1093,0.0496,31.55,0.527,42.21,4.371,1.14,,10.9,0.0915,3.108,0.01687,,38.54,0.385,,1.08,5.628,,,0.7603,,514.0,1.276,,0.924,,,0.5,0.12,,,0.404,,,1.477,9.99,,,,,,0.05481,5.248,37.2
2022-12-30,17127.83,1290.16,26.808,0.409,59.3,0.2974,,3.932,7.28,,12.09,7.21,0.108,0.0559,34.94,0.577,47.81,4.826,1.262,,12.07,0.14,3.447,0.03443,,40.98,0.451,,1.969,5.963,,,0.8407,,593.0,1.647,,1.263,,,0.5675,0.1255,,,0.436,,,1.767,14.45,,,,,,0.05439,5.58,42.7
2023-01-06,20871.5,1552.52,31.548,0.5,79.2,0.3507,,7.9255,9.09,,16.8,9.28,0.1251,0.0638,52.18,0.832,51.7,5.929,1.505,,14.03,0.2277,4.699,0.04889,,52.81,0.589,,2.221,6.694,,,0.9831,,700.0,2.24,,1.821,,,0.9609,0.1718,,,0.571,,,2.173,22.89,,,,,,0.06231,6.592,44.8
2023-01-13,22707.88,1627.44,37.055,0.513,85.4,0.3764,,13.3033,9.7,,17.34,12.56,0.0753,0.0694,51.28,1.072,51.39,6.207,1.658,,14.51,0.2657,5.427,0.04878,,56.68,0.667,,2.207,6.984,,,0.9939,,710.0,2.399,,2.181,,,1.0557,0.1879,,,0.691,,,2.595,24.21,,,,,,0.06166,6.888,47.3
2023-01-20,23742.3,1644.72,39.595,0.542,87.6,0.3975,,18.3357,10.92,,20.99,12.21,0.0652,0.0729,56.06,1.088,56.67,6.611,2.341,,16.09,0.2891,5.477,0.05911,,70.72,0.673,,2.3,7.372,,,1.178,,675.0,2.571,,2.376,,,1.0645,0.2,,,1.279,,,2.488,26.07,,,,,,0.06378,6.927,47.1
2023-01-27,22932.91,1629.02,43.347,0.56,85.7,0.3923,,15.423,11.52,,20.08,10.91,,0.0882,52.0,1.053,59.52,6.637,2.976,,15.25,0.4498,5.299,0.05403,,90.23,0.893,,2.049,6.985,,,1.2028,,694.0,2.386,,2.953,,,1.3281,0.2073,,,1.751,,,2.56,23.47,,,,,,0.06411,6.886,44.2
2023-02-03,21783.54,1514.83,41.199,0.533,77.4,0.3641,,13.1054,11.11,,17.78,9.91,,0.0883,48.57,0.928,62.72,6.181,2.504,,14.16,0.3982,4.919,0.04361,,74.18,1.028,,2.507,6.808,,,1.236,,685.0,2.237,,2.333,,,1.0522,0.1821,,,1.543,,,2.352,21.49,,,,,,0.06388,6.346,46.3
2023-02-10,24271.76,1679.75,53.347,0.575,90.1,0.3995,,14.0791,12.52,,19.81,10.92,,0.1131,56.65,1.204,70.54,7.438,2.829,,16.43,0.4142,8.466,0.04716,,82.74,1.018,,2.942,8.014,,,1.4785,,737.0,2.575,,2.579,,,1.2576,0.2063,,,1.718,,,2.614,24.84,,,,,,0.07038,7.21,47.9
2023-02-17,23554.85,1641.36,52.302,0.583,82.2,0.3691,,12.6407,10.25,,18.43,10.02,,0.1112,51.75,1.021,74.07,6.691,2.857,,16.38,0.4337,6.906,0.04117,,76.15,0.982,,3.12,7.497,,,1.2817,,775.0,2.376,,3.009,,,1.3616,0.2035,,,1.536,,,2.673,23.25,,,,,,0.06951,6.61,45.2
2023-02-24,22430.24,1564.58,49.93,0.514,75.0,0.337,,11.1566,8.71,,16.14,8.78,,0.0933,45.67,0.93,65.32,5.978,2.414,,13.82,0.4317,6.139,0.03625,,78.47,1.05,,2.624,6.945,,,1.136,,948.0,2.031,,2.431,,,1.1886,0.1765,,,1.199,,,3.111,20.97,,,,,,0.06725,6.351,38.1
2023-03-03,21997.11,1580.33,38.77,0.474,72.7,0.3298,,11.8899,8.29,,16.18,7.89,,0.078,42.53,0.951,53.23,5.895,2.233,,13.02,0.3799,5.714,0.03505,,65.77,0.932,,2.45,6.551,,,1.1491,,896.0,1.941,,2.345,,,1.0063,0.1484,,,1.238,,,2.782,20.2,,,,,,0.06458,5.897,34.2
2023-03-10,27972.87,1780.68,48.01,0.551,79.4,0.3448,,13.0176,9.04,,17.53,9.1,,0.0919,46.09,1.018,57.57,6.451,2.733,,14.4,0.4196,6.281,0.04633,,72.63,1.456,,2.471,7.081,,,1.1662,,687.0,2.132,,2.693,,,1.1987,0.1748,,,1.472,,,2.871,21.86,,,,,,0.0665,6.488,36.6
2023-03-17,27968.05,1773.88,41.98,0.513,72.9,0.3557,,11.8537,8.26,1.2818,17.12,8.41,,0.0816,42.62,0.932,59.13,6.042,2.381,,13.26,0.3724,5.681,0.03991,,61.28,1.107,,2.149,7.261,,,1.104,,669.0,1.957,,2.263,,,1.0706,0.1632,,,1.232,,,2.47,20.94,,,,,,0.06412,5.786,36.3
2023-03-24,28171.87,1794.51,41.28,0.52,73.0,0.3815,,12.1596,8.31,1.2016,17.25,8.31,,0.0824,42.3,0.907,57.07,6.263,2.424,,13.24,0.3491,5.546,0.04056,,58.58,1.052,,2.337,7.255,,,1.0953,,673.0,1.92,,2.202,,,1.1102,0.1656,,,1.275,,,2.56,20.52,,,,,,0.06518,5.948,36.6
2023-03-31,28323.76,1858.92,41.2,0.533,76.2,0.3894,,11.0699,8.4,1.1815,17.54,8.48,,0.0859,42.85,1.012,55.73,6.211,2.456,,12.88,0.3438,5.749,0.04002,,58.79,1.046,,2.345,7.203,,,1.1008,,706.0,2.006,,2.281,,,1.069,0.1779,,,1.306,,,2.633,20.28,,,,,,0.06662,5.913,39.8
2023-04-07,30304.65,2118.67,52.97,0.575,83.4,0.4513,,12.591,9.38,1.6957,20.17,9.25,,0.0938,46.4,1.103,60.94,6.824,2.851,,14.64,0.4053,6.339,0.0441,,66.09,1.21,,2.572,8.14,,,1.1828,,801.0,2.323,,2.691,,,1.1723,0.1788,,,1.778,,,2.839,25.34,,,,,,0.06655,6.314,42.7
2023-04-14,27590.6,1862.0,47.0,0.494,70.4,0.3886,,10.216,7.78,1.3405,16.84,7.93,,0.0755,39.58,0.945,50.16,5.906,2.407,,12.03,0.3354,5.269,0.04007,,52.5,0.952,,2.077,7.082,,,1.0037,,690.0,1.911,,2.203,,,0.9053,0.2255,,,1.706,,,2.482,21.47,,,,,,0.06671,5.429,37.1
2023-04-21,29233.21,1870.09,47.17,0.471,70.2,0.3956,,10.3199,7.55,1.3683,17.1,7.9,,0.0756,41.5,0.908,49.59,5.877,2.598,,12.0,0.3272,5.416,0.03816,,51.36,0.986,,2.026,7.025,,,0.9807,,693.0,1.929,,2.167,,,0.919,0.181,,,2.387,,,2.428,22.74,,,,,,0.06713,5.447,37.6
2023-04-28,28430.1,1870.4,45.52,0.447,68.7,0.376,,9.203,7.23,1.2194,16.41,7.28,,0.0672,38.7,0.887,45.47,5.632,2.353,,11.0,0.2897,5.031,0.03181,,48.15,0.857,,1.828,6.911,,,0.9636,,694.0,1.737,,1.887,,,0.7603,0.1705,,,2.127,,,2.36,21.66,,1.2431,,,,0.0692,5.262,35.3
2023-05-05,26917.62,1799.21,45.29,0.413,62.3,0.3711,,8.4757,6.65,1.1705,15.03,6.81,,0.06,34.84,0.806,41.24,5.347,2.143,,10.44,0.2414,4.45,0.03038,,44.99,0.75,,1.927,6.547,,,0.8593,,626.0,1.656,,1.634,,,0.6642,0.1521,,,1.825,,,2.063,20.93,,1.1591,,,,0.06939,5.14,33.0
2023-05-12,26747.78,1804.91,45.66,0.395,63.9,0.3602,,8.1618,6.64,1.1275,14.31,6.82,,0.0625,34.58,0.835,43.9,5.273,2.075,,10.03,0.243,4.376,0.02946,,46.5,0.72,,2.069,6.43,,,0.8565,,624.0,1.609,,1.637,,,0.7622,0.1523,,,2.462,,,2.328,19.61,,1.073,,,,0.07501,5.114,32.1
2023-05-19,28065.0,1908.64,46.94,0.404,69.0,0.3828,,8.5131,7.01,1.2481,14.89,7.16,,0.0653,36.44,0.86,43.84,5.502,2.097,,10.71,0.2681,4.66,0.03125,,49.41,0.772,,2.097,6.631,,,0.9406,,648.0,1.667,,1.642,,,0.8776,0.1499,,,2.741,,,2.491,20.81,,1.0617,,,,0.07742,5.145,34.2
2023-05-26,27115.21,1890.01,45.91,0.372,62.8,0.3773,,9.1779,6.85,1.2071,14.79,7.23,,0.0663,35.46,0.848,42.57,5.314,2.129,,10.12,0.2708,4.661,0.02966,,53.16,0.816,,2.273,6.452,,,0.8924,,683.0,1.617,,1.48,,,0.8546,0.1451,,,2.658,,,2.36,21.82,,0.9602,,,,0.08138,5.015,31.9
2023-06-02,25925.55,1752.76,40.28,0.27,52.2,0.272,,6.2443,5.0,0.992,11.58,4.96,,0.0494,26.2,0.67,29.13,4.523,1.557,,7.41,0.183,3.429,0.02161,,45.64,0.601,,1.828,5.175,,,0.6348,,617.0,1.209,,1.093,,,0.6045,0.1035,,,1.957,,,1.782,15.55,,0.6055,,,,0.07025,4.06,24.8
2023-06-09,26339.97,1720.95,41.45,0.2755,50.93,0.261,,6.73,4.94,0.9943,11.34,4.85,,0.0489,27.93,0.623,30.21,4.536,1.681,,7.69,0.183,3.681,0.02299,,44.15,0.62,,1.713,5.156,,,0.5971,,673.0,1.236,,1.1,,,0.6111,0.1063,,,1.969,,,1.806,15.45,,0.7207,,,,0.07016,4.482,25.76
2023-06-16,30462.66,1898.8,44.72,0.3279,68.76,0.2921,,7.5415,5.55,1.1133,13.44,5.87,,0.0595,37.79,0.703,35.42,5.194,1.969,,9.0,0.2275,4.121,0.02682,,47.57,0.74,,1.936,6.157,,,0.6663,,704.0,1.4,,1.332,,,0.7119,0.1307,,,2.067,,,2.184,16.96,,0.7451,,,,0.07313,5.43,30.52
2023-06-23,30617.03,1937.48,44.53,0.3243,70.69,0.2916,,7.3288,5.88,1.1511,13.13,6.28,,0.0568,68.41,0.764,38.24,5.496,2.125,,9.34,0.2359,4.109,0.02514,,46.11,0.755,,2.124,6.54,,,0.6819,,859.0,1.467,,1.333,,,0.771,0.1259,,,2.023,,,2.343,19.45,,0.6907,,,,0.07603,5.568,32.78
2023-06-30,30160.71,1862.8,43.5,0.3036,71.84,0.2844,,7.0922,5.87,1.1245,13.58,5.79,,0.0556,60.46,0.798,33.4,5.081,1.832,,9.11,0.2171,4.335,0.02408,,39.86,0.697,,1.924,6.15,,,0.6884,,961.0,1.327,,1.214,,,0.6624,0.1264,,,1.922,,,2.074,21.32,,0.6591,,,,0.07748,5.231,28.54
2023-07-07,30231.99,1922.11,44.64,0.4321,76.83,0.3146,,7.4102,5.66,1.2712,14.29,6.19,,0.0576,77.53,0.807,32.72,5.311,2.035,,9.69,0.2358,4.355,0.02497,,41.18,0.74,,2.176,6.607,,,0.7676,,971.0,1.446,,1.491,,,0.6506,0.1415,,,1.943,,,2.644,27.42,,0.6726,,,,0.0798,5.724,30.84
2023-07-14,30083.75,1888.73,42.99,0.3271,72.28,0.3171,,7.5724,6.13,1.2511,13.54,6.49,,0.0579,70.16,0.758,33.62,5.391,2.189,,9.58,0.2236,4.562,0.02647,,41.65,0.7667,,2.046,7.89,,,0.757,,1089.0,1.455,,1.581,,,0.6327,0.1436,,,1.856,,,2.894,24.76,,0.6787,,,,0.08337,6.14,31.75
2023-07-21,29281.09,1861.79,42.64,0.3122,70.86,0.3156,,7.0179,5.5,1.1585,13.12,6.1,,0.0532,70.8,0.632,32.16,5.184,2.047,,9.5,0.21,4.314,0.02319,,41.2,0.7511,,1.893,7.555,,,0.6974,,1251.0,1.396,,1.624,,,0.594,0.135,,,1.785,,,2.72,24.25,,0.6202,,,,0.07999,6.418,29.9
2023-07-28,29088.42,1830.28,44.94,0.3054,65.94,0.2923,,6.7128,5.24,1.1384,12.59,5.81,,0.0518,56.75,0.611,32.49,5.005,2.041,,9.0,0.197,4.164,0.02351,,48.5,0.7387,,1.832,7.102,,,0.6673,,1222.0,1.339,,1.702,,,0.5797,0.13,,,1.626,,,2.548,23.2,,0.5921,,,,0.07699,5.954,29.36
2023-08-04,29303.84,1840.73,46.62,0.3075,65.65,0.2894,,7.0542,5.24,1.141,12.27,5.87,,0.0979,54.3,0.577,32.01,4.987,2.215,,9.0,0.2189,4.096,0.02289,,51.57,0.6919,,1.818,7.369,,,0.6773,,1245.0,1.34,,1.54,,,0.6475,0.1295,,,1.651,,,2.499,24.23,,0.5983,,,,0.07711,6.086,29.93
2023-08-11,26189.99,1685.24,43.42,0.2502,57.12,0.2703,,6.0691,4.5,1.0292,10.86,4.94,,0.1055,42.34,0.4989,26.99,4.519,1.921,,8.13,0.2048,3.564,0.02005,,45.29,0.6102,,1.671,6.22,,,0.5801,,1110.0,1.168,,1.473,,,0.5068,0.1106,,,1.429,,0.1517,2.144,21.77,,0.5437,,,,0.07591,4.903,25.13
2023-08-18,26101.77,1658.33,43.1,0.2482,58.35,0.2634,,5.7007,4.21,0.9586,10.2,4.88,,0.1141,42.23,0.4602,25.86,4.489,2.217,,8.02,0.2102,3.318,0.01924,,42.52,0.5767,,1.589,6.03,,,0.5559,,1074.0,1.179,,1.453,,,0.5313,0.108,,,1.411,,0.1319,2.109,20.79,,0.5838,,,,0.07755,4.685,25.1
2023-08-25,25971.21,1635.84,42.22,0.2346,54.8,0.2559,,5.4664,4.09,0.9048,9.88,4.48,,0.1288,40.18,0.4344,25.62,4.259,2.038,,7.33,0.2591,3.166,0.01665,,41.46,0.543,,1.526,6.027,,,0.5422,,1130.0,1.125,,1.336,,,0.5653,0.1048,,,1.358,,0.1279,2.001,19.57,,0.484,,,,0.07703,4.411,24.75
2023-09-01,25841.61,1617.42,41.63,0.2396,54.03,0.249,,5.1715,4.05,0.8442,9.47,4.4,,0.1365,37.09,0.4272,25.61,4.149,1.929,,7.45,0.231,3.113,0.01465,,40.07,0.5139,,1.482,6.015,,,0.5233,,1117.0,1.151,,1.27,,,0.5553,0.1066,,,1.478,,0.1203,2.14,18.24,,0.4553,,,,0.0783,4.22,24.8
